Activity,time,seconds_elapsed,level,frequency,capabilities,BSSID,SSID
Classroom,1.77566E+18,-0.001,-76,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],20:c0:47:28:ff:44,Fios-P5GWR
Classroom,1.77566E+18,-0.001,-82,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],20:c0:47:2f:7a:22,Fios-V57TZ
Classroom,1.77566E+18,-0.001,-87,5785,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2a:7e:80:f3:31:c7,(hidden SSID)
Classroom,1.77566E+18,-0.001,-89,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],14:59:c0:32:0b:38,0af5eb5f5fc3f784db84d7cc1d0972ba
Classroom,1.77566E+18,-0.001,-67,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],d4:b9:2f:0b:2c:f7,(hidden SSID)
Classroom,1.77566E+18,-0.001,-68,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],d4:b9:2f:0b:2c:f4,Dahouse
Classroom,1.77566E+18,-0.001,-81,5260,[ESS],fa:8f:ca:6c:db:fb,(hidden SSID)
Classroom,1.77566E+18,-0.001,-89,2422,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],6c:cd:d6:fc:19:fb,NETGEAR75
Classroom,1.77566E+18,-0.001,-89,2412,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][MFPC],94:f7:be:2f:12:ba,TMOBILE-12B8
Classroom,1.77566E+18,-0.001,-80,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],22:48:6c:50:fc:b0,(hidden SSID)
Classroom,1.77566E+18,-0.001,-84,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],34:19:4d:2e:f3:c2,Verizon_KFG7J4
Classroom,1.77566E+18,-0.001,-84,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],b8:82:f2:47:6c:c5,Verizon_PYLS9Y
Classroom,1.77566E+18,-0.001,-68,2437,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][WPA-EAP/SHA1-CCMP-128][ESS],d4:b9:2f:0b:2c:f9,(hidden SSID)
Classroom,1.77566E+18,-0.001,-64,5785,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],d4:b9:2f:0b:2d:02,(hidden SSID)
Classroom,1.77566E+18,-0.001,-68,5785,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][WPA-EAP/SHA1-CCMP-128][ESS],d4:b9:2f:0b:2d:01,(hidden SSID)
Classroom,1.77566E+18,-0.001,-82,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],48:5d:36:b7:31:62,FiOS-0IEPE
Classroom,1.77566E+18,-0.001,-87,5785,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],d4:b9:2f:0b:2d:00,Xfinity Mobile
Classroom,1.77566E+18,-0.001,-64,5785,[ESS],d4:b9:2f:0b:2c:fe,xfinitywifi
Classroom,1.77566E+18,-0.001,-69,5785,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],d4:b9:2f:0b:2c:fc,Dahouse
Classroom,1.77566E+18,-0.001,-67,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],d4:b9:2f:0b:2c:fa,(hidden SSID)
Classroom,1.77566E+18,40.01,-81,5220,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],b6:db:48:83:7d:4f,(hidden SSID)
Classroom,1.77566E+18,40.01,-77,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],cc:f4:11:7b:93:99,GNestJatin
Classroom,1.77566E+18,40.01,-77,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],84:90:0a:a8:3b:de,Verizon_XN3TJ9
Classroom,1.77566E+18,40.01,-71,5180,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],3c:bd:c5:13:3b:4c,Fios-tBK6K
Classroom,1.77566E+18,40.01,-87,5260,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],84:90:0a:a8:3b:df,Verizon_XN3TJ9
Classroom,1.77566E+18,40.01,-81,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],b0:2a:43:df:87:aa,Millennium Falcon
Classroom,1.77566E+18,40.01,-82,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],3c:bd:c5:13:3b:4a,Fios-tBK6K
Classroom,1.77566E+18,40.01,-71,5805,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],3c:bd:c5:13:3b:4b,Fios-tBK6K
Classroom,1.77566E+18,40.01,-88,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],d4:5d:df:81:48:68,Meyer's Wifi
Classroom,1.77566E+18,40.01,-81,5745,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],58:cb:52:ea:20:5e,Millennium Falcon
Classroom,1.77566E+18,40.01,-71,5745,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],cc:f4:11:7b:93:95,GNestJatin
Classroom,1.77566E+18,40.01,-87,5220,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],9a:9d:5d:dc:24:6b,(hidden SSID)
Classroom,1.77566E+18,40.01,-75,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],00:ab:48:16:d3:85,eero
Classroom,1.77566E+18,40.01,-87,5240,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],8a:90:bc:ff:a4:8b,(hidden SSID)
Classroom,1.77566E+18,40.01,-81,5240,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],8a:90:bc:ff:a4:8c,Fios-9ZYjH
Classroom,1.77566E+18,40.01,-86,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],a8:70:5d:ac:c7:d0,203wifi
Classroom,1.77566E+18,40.01,-71,5180,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],92:bd:c5:13:3b:4e,(hidden SSID)
Classroom,1.77566E+18,40.01,-81,2422,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],f0:09:0d:48:68:ca,Funky Town II
Classroom,1.77566E+18,40.01,-89,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],24:41:fe:72:df:8f,Verizon_B7FTGL
Classroom,1.77566E+18,40.01,-82,2422,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],10:2c:b1:f3:6b:ab,(hidden SSID)
Classroom,1.77566E+18,40.01,-87,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],40:ed:00:d6:79:94,Verizon_B7FTGL_EXT
Classroom,1.77566E+18,40.01,-81,5220,[ESS],aa:db:48:83:7d:4f,xfinitywifi
Classroom,1.77566E+18,40.01,-75,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],ac:91:9b:ba:99:ee,Verizon_Y7V6KW
Classroom,1.77566E+18,40.01,-81,5805,[WPA-EAP/SHA1-CCMP-128+TKIP][WPA2-EAP/SHA1-CCMP-128+TKIP][RSN-EAP/SHA1-CCMP-128+TKIP][ESS],de:5d:df:81:48:70,(hidden SSID)
Classroom,1.77566E+18,40.01,-76,2457,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][WPA-PSK-CCMP-128][ESS],74:da:88:fe:b5:1b,The Central Plexus
Classroom,1.77566E+18,40.01,-81,5805,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],d4:5d:df:81:48:70,Meyer's Wifi
Classroom,1.77566E+18,40.01,-81,5220,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],ae:db:48:83:7d:4f,(hidden SSID)
Classroom,1.77566E+18,40.01,-88,2412,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],b6:70:5d:ac:c7:d0,(hidden SSID)
Classroom,1.77566E+18,40.01,-71,5805,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],8a:bd:c5:13:3b:4c,(hidden SSID)
Classroom,1.77566E+18,40.01,-81,5260,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],8a:90:0a:a8:3b:df,(hidden SSID)
Classroom,1.77566E+18,40.01,-81,5805,[ESS],e6:5d:df:81:48:70,xfinitywifi
Classroom,1.77566E+18,40.01,-71,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],34:19:4d:2f:a4:b3,Fios-7HF9x
Classroom,1.77566E+18,40.01,-87,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],78:67:0e:e9:14:77,Verizon_FCCNH7
Classroom,1.77566E+18,40.01,-81,5805,[WPA-PSK-CCMP-128+TKIP][WPA2-PSK-CCMP-128+TKIP][RSN-PSK-CCMP-128+TKIP][ESS],da:5d:df:81:48:70,(hidden SSID)
Classroom,1.77566E+18,40.01,-87,5220,[ESS],9a:9d:5d:dc:24:68,xfinitywifi
Classroom,1.77566E+18,40.01,-88,2437,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],82:da:c2:82:cb:7e,(hidden SSID)
Classroom,1.77566E+18,40.01,-80,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],74:90:bc:ff:a4:88,Fios-9ZYjH
Classroom,1.77566E+18,40.01,-89,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],ae:70:5d:ac:c7:d0,(hidden SSID)
Classroom,1.77566E+18,40.01,-88,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],82:da:c2:82:cb:7f,(hidden SSID)
Classroom,1.77566E+18,40.01,-86,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],20:58:43:3d:ac:32,Verizon_6P4WWM
Classroom,1.77566E+18,40.01,-79,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],58:cb:52:ea:20:62,Millennium Falcon
Classroom,1.77566E+18,80.01,-81,5220,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],9a:9d:5d:dc:24:6c,(hidden SSID)
Classroom,1.77566E+18,80.01,-71,5220,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],0e:fe:7b:be:a4:c6,CBCI-CC14
Classroom,1.77566E+18,80.01,-84,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],cc:f4:11:7b:93:99,GNestJatin
Classroom,1.77566E+18,80.01,-86,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],84:90:0a:a8:3b:de,Verizon_XN3TJ9
Classroom,1.77566E+18,80.01,-81,5220,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],9a:9d:5d:dc:24:6e,mothership
Classroom,1.77566E+18,80.01,-81,5200,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],8a:f8:53:e2:29:ee,(hidden SSID)
Classroom,1.77566E+18,80.01,-73,5220,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],0e:fe:7b:be:a4:c3,(hidden SSID)
Classroom,1.77566E+18,80.01,-86,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],3c:bd:c5:13:3b:4a,Fios-tBK6K
Classroom,1.77566E+18,80.01,-89,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],5c:62:8b:a7:4e:c8,counterpoint
Classroom,1.77566E+18,80.01,-61,5745,[ESS],28:7a:ee:85:40:5b,xfinitywifi
Classroom,1.77566E+18,80.01,-80,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],00:71:c2:80:ef:10,CBCI-9321-2.4
Classroom,1.77566E+18,80.01,-87,5220,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],de:cb:ac:34:bd:90,(hidden SSID)
Classroom,1.77566E+18,80.01,-61,5745,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],28:7a:ee:85:40:5a,Xfinity Mobile
Classroom,1.77566E+18,80.01,-81,5765,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],10:05:01:fd:6a:40,Baron11
Classroom,1.77566E+18,80.01,-81,5220,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],9a:9d:5d:dc:24:6b,(hidden SSID)
Classroom,1.77566E+18,80.01,-81,5220,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],ba:a5:35:72:60:b2,CBCI-60AC
Classroom,1.77566E+18,80.01,-65,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],0e:fe:7b:b7:a4:c6,(hidden SSID)
Classroom,1.77566E+18,80.01,-88,2462,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],9a:9d:5d:d5:24:6a,(hidden SSID)
Classroom,1.77566E+18,80.01,-87,5220,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC],ba:5e:71:01:26:a2,Jennifer_WiFi
Classroom,1.77566E+18,80.01,-65,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],0e:fe:7b:b7:a4:c5,CBCI-CC14
Classroom,1.77566E+18,80.01,-65,2412,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],0e:fe:7b:b7:a4:c2,(hidden SSID)
Classroom,1.77566E+18,80.01,-65,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],0e:fe:7b:b7:a4:c0,(hidden SSID)
Classroom,1.77566E+18,80.01,-88,2462,[WPA-PSK-CCMP-128+TKIP][WPA2-PSK-CCMP-128+TKIP][RSN-PSK-CCMP-128+TKIP][ESS][WPS],54:b2:03:ae:0d:08,CBCI-94C7-2.4
Classroom,1.77566E+18,80.01,-87,5785,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],82:f8:53:e2:29:ec,(hidden SSID)
Classroom,1.77566E+18,80.01,-85,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],5c:60:ba:e5:55:01,DIRECT-00-HP OfficeJet Pro 6970
Classroom,1.77566E+18,80.01,-84,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][MFPC],fc:22:1c:d0:08:d6,Ollie-2.4G_EXT
Classroom,1.77566E+18,80.01,-67,5240,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],3c:bd:c5:4c:7b:60,Fios-YV3jp
Classroom,1.77566E+18,80.01,-87,5220,[WPA2-PSK-GCMP-256+CCMP-128][RSN-PSK+SAE+SAE_EXT_KEY-GCMP-256+CCMP-128][ESS][MFPC],66:67:72:b5:98:fb,Laurakate305
Classroom,1.77566E+18,80.01,-84,2422,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],10:2c:b1:f3:6b:ab,(hidden SSID)
Classroom,1.77566E+18,80.01,-87,5220,[ESS],66:67:72:b5:98:fd,xfinitywifi
Classroom,1.77566E+18,80.01,-87,5765,[WPA-PSK-CCMP-128+TKIP][WPA2-PSK-CCMP-128+TKIP][RSN-PSK-CCMP-128+TKIP][ESS],16:05:01:fd:6a:40,(hidden SSID)
Classroom,1.77566E+18,80.01,-73,5765,[ESS],0a:71:c2:83:f3:68,xfinitywifi
Classroom,1.77566E+18,80.01,-84,2412,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][WPA-EAP/SHA1-CCMP-128][ESS],54:a6:5c:b0:82:99,(hidden SSID)
Classroom,1.77566E+18,80.01,-84,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],54:a6:5c:b0:82:97,(hidden SSID)
Classroom,1.77566E+18,80.01,-87,5220,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],ba:5e:71:01:26:a7,(hidden SSID)
Classroom,1.77566E+18,80.01,-81,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],3c:bd:c5:4c:7b:5e,Fios-YV3jp
Classroom,1.77566E+18,80.01,-81,5220,[ESS],ba:5e:71:01:26:a4,xfinitywifi
Classroom,1.77566E+18,80.01,-82,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2a:03:eb:7b:6a:e7,myChevrolet2243
Classroom,1.77566E+18,80.01,-89,2412,[ESS][WPS],94:18:65:54:29:df,NETGEAR_EXT
Classroom,1.77566E+18,80.01,-81,5220,[ESS],ba:a5:35:72:60:b4,xfinitywifi
Classroom,1.77566E+18,80.01,-88,2437,[ESS],2a:05:01:fd:6a:38,(hidden SSID)
Classroom,1.77566E+18,80.01,-81,5220,[ESS],9a:9d:5d:dc:24:68,xfinitywifi
Classroom,1.77566E+18,80.01,-84,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],ba:a5:35:6b:60:b1,CBCI-60AC
Classroom,1.77566E+18,80.01,-82,2437,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][MFPC],66:67:72:ae:98:fa,Laurakate305
Classroom,1.77566E+18,80.01,-84,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],10:05:01:fd:6a:38,Baron11
Classroom,1.77566E+18,80.01,-81,5200,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],b8:f8:53:e2:29:ec,LouderThanBombs
Classroom,1.77566E+18,80.01,-81,5745,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],2a:07:eb:7b:6a:e7,myChevrolet2243
Classroom,1.77566E+18,120.0119998,-77,5785,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],fa:d0:0e:0b:4a:73,(hidden SSID)
Classroom,1.77566E+18,120.0119998,-77,5785,[ESS],fa:d0:0e:0b:4a:70,xfinitywifi
Classroom,1.77566E+18,120.0119998,-88,2412,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],82:da:c2:79:d4:ce,(hidden SSID)
Classroom,1.77566E+18,120.0119998,-88,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],82:da:c2:79:d4:cf,(hidden SSID)
Classroom,1.77566E+18,120.0119998,-78,2412,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC],c6:50:9c:51:1c:09,Ridge
Classroom,1.77566E+18,120.0119998,-88,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],0e:d6:0e:64:e0:b7,DIRECT-roku-MLN-8C3907
Classroom,1.77566E+18,120.0119998,-77,5785,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC],fa:d0:0e:0b:4a:76,Hughes40
Classroom,1.77566E+18,120.0119998,-78,2412,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],fa:d0:0e:04:4a:72,(hidden SSID)
Classroom,1.77566E+18,120.0119998,-88,2412,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC],82:da:c2:79:d4:c9,Gunslinger
Classroom,1.77566E+18,120.0119998,-80,2412,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC],fa:d0:0e:04:4a:75,Hughes40
Classroom,1.77566E+18,120.0119998,-65,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],b0:7f:b9:52:18:28,Fios-GEK5Z_2GEXT
Classroom,1.77566E+18,120.0119998,-87,5785,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],fa:5e:42:c5:78:b8,Moorehouse1
Classroom,1.77566E+18,120.0119998,-77,5660,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],04:a2:22:b2:e9:0c,Fios-LxM3L
Classroom,1.77566E+18,120.0119998,-85,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],58:96:71:7e:a9:38,Verizon_FFN3KT
Classroom,1.77566E+18,120.0119998,-77,5765,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],58:96:71:7e:a9:39,Verizon_FFN3KT
Classroom,1.77566E+18,120.0119998,-75,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],24:41:fe:51:6a:8b,Verizon_TZ3L7W
Classroom,1.77566E+18,120.0119998,-80,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],ec:9a:74:96:19:1d,HP-Print-1D-Officejet Pro 8600
Classroom,1.77566E+18,120.0119998,-81,5680,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],24:41:fe:51:6a:8c,Verizon_TZ3L7W
Classroom,1.77566E+18,120.0119998,-77,2462,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],58:96:71:28:09:92,Verizon_3JFZ6Y
Classroom,1.77566E+18,120.0119998,-88,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],8c:88:26:c1:12:b0,HOME-8C82_Ext
Classroom,1.77566E+18,120.0119998,-77,5660,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],8a:a2:22:b2:e9:0d,(hidden SSID)
Classroom,1.77566E+18,120.0119998,-77,5765,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],5e:96:71:7e:a9:39,(hidden SSID)
Classroom,1.77566E+18,120.0119998,-75,5785,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],c6:50:9c:58:1c:0f,(hidden SSID)
Classroom,1.77566E+18,120.0119998,-75,5785,[ESS],c6:50:9c:58:1c:0c,xfinitywifi
Classroom,1.77566E+18,120.0119998,-78,2412,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][ESS],c6:50:9c:51:1c:0e,(hidden SSID)
Classroom,1.77566E+18,120.0119998,-81,5680,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],2a:41:fe:51:6a:8c,(hidden SSID)
Classroom,1.77566E+18,120.0119998,-75,5785,[WPA2-PSK-CCMP-128][RSN-PSK+SAE-CCMP-128][ESS][WPS][MFPC],c6:50:9c:58:1c:0a,Ridge
Classroom,1.77566E+18,120.0119998,-71,5240,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],92:a2:22:b2:e9:0f,(hidden SSID)
Classroom,1.77566E+18,160.0119998,-87,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],22:9f:c3:57:8a:6e,(hidden SSID)
Classroom,1.77566E+18,160.0119998,-88,2412,[WPA2-EAP/SHA1-CCMP-128][RSN-EAP/SHA1-CCMP-128][WPA-EAP/SHA1-CCMP-128][ESS],dc:eb:69:04:50:55,(hidden SSID)
Classroom,1.77566E+18,160.0119998,-88,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],dc:eb:69:04:50:56,(hidden SSID)
Classroom,1.77566E+18,160.0119998,-73,5805,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],b8:f8:53:54:46:44,Fios-5T8Rx
Classroom,1.77566E+18,160.0119998,-73,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],04:a2:22:bd:af:23,Fios-v7AUv
Classroom,1.77566E+18,160.0119998,-75,5785,[ESS],dc:eb:69:04:50:5a,xfinitywifi
Classroom,1.77566E+18,160.0119998,-77,5785,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],dc:eb:69:04:50:5b,(hidden SSID)
Classroom,1.77566E+18,160.0119998,-81,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],bc:98:df:f4:d6:7e,GodsGlory
Classroom,1.77566E+18,160.0119998,-77,5785,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS],dc:eb:69:04:50:5e,(hidden SSID)
Classroom,1.77566E+18,160.0119998,-78,2437,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],78:67:0e:49:53:6d,Verizon_YP43YF
Classroom,1.77566E+18,160.0119998,-82,2412,[WPA2-PSK-CCMP-128][RSN-PSK-CCMP-128][ESS][WPS],24:41:fe:51:4d:1f,Lee Family House 
Classroom,1.77566E+18,160.0119998,-88,2462,[WPA-PSK-CCMP-128+TKIP][WPA2-PSK-CCMP-128+TKIP][RSN-PSK-CCMP-128+TKIP][ESS],de:64:4b:37:35:a7,(hidden SSID)
Classroom,1.77566E+18,160.0119998,-88,2452,[WPA2-PSK-CCMP-128+TKIP][RSN-PSK-CCMP-128+TKIP][WPA-PSK-CCMP-128+TKIP][ESS],00:54:af:3d:f9:05,HotspotF905
